Province,Station,Category,Year,Cases
Gauteng,Welbekend,Commercial crime,2006,17
Gauteng,Welbekend,Commercial crime,2007,11
Gauteng,Welbekend,Commercial crime,2008,15
Gauteng,Welbekend,Commercial crime,2009,18
Gauteng,Welbekend,Commercial crime,2010,18
Gauteng,Welbekend,Commercial crime,2011,20
Gauteng,Welbekend,Commercial crime,2012,23
Gauteng,Welbekend,Commercial crime,2013,15
Gauteng,Welbekend,Commercial crime,2014,35
Gauteng,Welbekend,Commercial crime,2015,15
Gauteng,Welbekend,Common assault,2005,76
Gauteng,Welbekend,Common assault,2006,85
Gauteng,Welbekend,Common assault,2007,84
Gauteng,Welbekend,Common assault,2008,88
Gauteng,Welbekend,Common assault,2009,67
Gauteng,Welbekend,Common assault,2010,63
Gauteng,Welbekend,Common assault,2011,56
Gauteng,Welbekend,Common assault,2012,34
Gauteng,Welbekend,Common assault,2013,35
Gauteng,Welbekend,Common assault,2014,30
Gauteng,Welbekend,Common assault,2015,35
Gauteng,Welbekend,Common robbery,2005,31
Gauteng,Welbekend,Common robbery,2006,30
Gauteng,Welbekend,Common robbery,2007,33
Gauteng,Welbekend,Common robbery,2008,48
Gauteng,Welbekend,Common robbery,2009,20
Gauteng,Welbekend,Common robbery,2010,15
Gauteng,Welbekend,Common robbery,2011,14
Gauteng,Welbekend,Common robbery,2012,11
Gauteng,Welbekend,Common robbery,2013,11
Gauteng,Welbekend,Common robbery,2014,10
Gauteng,Welbekend,Common robbery,2015,10
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2005,6
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2006,7
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2007,11
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2008,14
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2009,17
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2010,19
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2011,17
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2012,13
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2013,8
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2014,16
Gauteng,Welbekend,Driving under the influence of alcohol or drugs,2015,14
Gauteng,Welbekend,Drug-related crime,2005,17
Gauteng,Welbekend,Drug-related crime,2006,15
Gauteng,Welbekend,Drug-related crime,2007,7
Gauteng,Welbekend,Drug-related crime,2008,2
Gauteng,Welbekend,Drug-related crime,2009,10
Gauteng,Welbekend,Drug-related crime,2010,6
Gauteng,Welbekend,Drug-related crime,2011,3
Gauteng,Welbekend,Drug-related crime,2012,9
Gauteng,Welbekend,Drug-related crime,2013,8
Gauteng,Welbekend,Drug-related crime,2014,9
Gauteng,Welbekend,Drug-related crime,2015,12
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2005,5
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2006,6
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2007,4
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2008,6
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2009,3
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2010,5
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2011,1
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2012,1
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2013,0
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2014,5
Gauteng,Welbekend,Illegal possession of firearms and ammunition,2015,1
Gauteng,Welbekend,Malicious damage to property,2005,85
Gauteng,Welbekend,Malicious damage to property,2006,79
Gauteng,Welbekend,Malicious damage to property,2007,76
Gauteng,Welbekend,Malicious damage to property,2008,83
Gauteng,Welbekend,Malicious damage to property,2009,77
Gauteng,Welbekend,Malicious damage to property,2010,75
Gauteng,Welbekend,Malicious damage to property,2011,66
Gauteng,Welbekend,Malicious damage to property,2012,82
Gauteng,Welbekend,Malicious damage to property,2013,81
Gauteng,Welbekend,Malicious damage to property,2014,70
Gauteng,Welbekend,Malicious damage to property,2015,101
Gauteng,Welbekend,Murder,2005,5
Gauteng,Welbekend,Murder,2006,8
Gauteng,Welbekend,Murder,2007,9
Gauteng,Welbekend,Murder,2008,6
Gauteng,Welbekend,Murder,2009,10
Gauteng,Welbekend,Murder,2010,6
Gauteng,Welbekend,Murder,2011,7
Gauteng,Welbekend,Murder,2012,4
Gauteng,Welbekend,Murder,2013,3
Gauteng,Welbekend,Murder,2014,4
Gauteng,Welbekend,Murder,2015,4
Gauteng,Welbekend,Robbery at non-residential premises,2005,3
Gauteng,Welbekend,Robbery at non-residential premises,2006,11
Gauteng,Welbekend,Robbery at non-residential premises,2007,11
Gauteng,Welbekend,Robbery at non-residential premises,2008,5
Gauteng,Welbekend,Robbery at non-residential premises,2009,9
Gauteng,Welbekend,Robbery at non-residential premises,2010,7
Gauteng,Welbekend,Robbery at non-residential premises,2011,4
Gauteng,Welbekend,Robbery at non-residential premises,2012,6
Gauteng,Welbekend,Robbery at non-residential premises,2013,9
Gauteng,Welbekend,Robbery at non-residential premises,2014,5
Gauteng,Welbekend,Robbery at non-residential premises,2015,16
Gauteng,Welbekend,Robbery at residential premises,2005,21
Gauteng,Welbekend,Robbery at residential premises,2006,21
Gauteng,Welbekend,Robbery at residential premises,2007,18
Gauteng,Welbekend,Robbery at residential premises,2008,24
Gauteng,Welbekend,Robbery at residential premises,2009,40
Gauteng,Welbekend,Robbery at residential premises,2010,11
Gauteng,Welbekend,Robbery at residential premises,2011,6
Gauteng,Welbekend,Robbery at residential premises,2012,14
Gauteng,Welbekend,Robbery at residential premises,2013,23
Gauteng,Welbekend,Robbery at residential premises,2014,13
Gauteng,Welbekend,Robbery at residential premises,2015,18
Gauteng,Welbekend,Robbery of cash in transit,2005,0
Gauteng,Welbekend,Robbery of cash in transit,2006,0
Gauteng,Welbekend,Robbery of cash in transit,2007,0
Gauteng,Welbekend,Robbery of cash in transit,2008,0
Gauteng,Welbekend,Robbery of cash in transit,2009,0
Gauteng,Welbekend,Robbery of cash in transit,2010,0
Gauteng,Welbekend,Robbery of cash in transit,2011,0
Gauteng,Welbekend,Robbery of cash in transit,2012,0
Gauteng,Welbekend,Robbery of cash in transit,2013,0
Gauteng,Welbekend,Robbery of cash in transit,2014,0
Gauteng,Welbekend,Robbery of cash in transit,2015,0
Gauteng,Welbekend,Robbery with aggravating circumstances,2005,56
Gauteng,Welbekend,Robbery with aggravating circumstances,2006,86
Gauteng,Welbekend,Robbery with aggravating circumstances,2007,88
Gauteng,Welbekend,Robbery with aggravating circumstances,2008,88
Gauteng,Welbekend,Robbery with aggravating circumstances,2009,119
Gauteng,Welbekend,Robbery with aggravating circumstances,2010,63
Gauteng,Welbekend,Robbery with aggravating circumstances,2011,37
Gauteng,Welbekend,Robbery with aggravating circumstances,2012,49
Gauteng,Welbekend,Robbery with aggravating circumstances,2013,64
Gauteng,Welbekend,Robbery with aggravating circumstances,2014,60
Gauteng,Welbekend,Robbery with aggravating circumstances,2015,67
Gauteng,Welbekend,Sexual Offences,2005,18
Gauteng,Welbekend,Sexual Offences,2006,23
Gauteng,Welbekend,Sexual Offences,2007,27
Gauteng,Welbekend,Sexual Offences,2008,34
Gauteng,Welbekend,Sexual Offences,2009,17
Gauteng,Welbekend,Sexual Offences,2010,28
Gauteng,Welbekend,Sexual Offences,2011,10
Gauteng,Welbekend,Sexual Offences,2012,14
Gauteng,Welbekend,Sexual Offences,2013,13
Gauteng,Welbekend,Sexual Offences,2014,8
Gauteng,Welbekend,Sexual Offences,2015,8
Gauteng,Welbekend,Sexual offences as result of police action,2005,0
Gauteng,Welbekend,Sexual offences as result of police action,2006,0
Gauteng,Welbekend,Sexual offences as result of police action,2007,0
Gauteng,Welbekend,Sexual offences as result of police action,2008,0
Gauteng,Welbekend,Sexual offences as result of police action,2009,0
Gauteng,Welbekend,Sexual offences as result of police action,2010,0
Gauteng,Welbekend,Sexual offences as result of police action,2011,0
Gauteng,Welbekend,Sexual offences as result of police action,2012,0
Gauteng,Welbekend,Sexual offences as result of police action,2013,1
Gauteng,Welbekend,Sexual offences as result of police action,2014,0
Gauteng,Welbekend,Sexual offences as result of police action,2015,0
Gauteng,Welbekend,Shoplifting,2005,2
Gauteng,Welbekend,Shoplifting,2006,4
Gauteng,Welbekend,Shoplifting,2007,0
Gauteng,Welbekend,Shoplifting,2008,2
Gauteng,Welbekend,Shoplifting,2009,1
Gauteng,Welbekend,Shoplifting,2010,0
Gauteng,Welbekend,Shoplifting,2011,0
Gauteng,Welbekend,Shoplifting,2012,2
Gauteng,Welbekend,Shoplifting,2013,1
Gauteng,Welbekend,Shoplifting,2014,0
Gauteng,Welbekend,Shoplifting,2015,0
Gauteng,Welbekend,Stock-theft,2005,32
Gauteng,Welbekend,Stock-theft,2006,41
Gauteng,Welbekend,Stock-theft,2007,17
Gauteng,Welbekend,Stock-theft,2008,19
Gauteng,Welbekend,Stock-theft,2009,29
Gauteng,Welbekend,Stock-theft,2010,17
Gauteng,Welbekend,Stock-theft,2011,17
Gauteng,Welbekend,Stock-theft,2012,26
Gauteng,Welbekend,Stock-theft,2013,28
Gauteng,Welbekend,Stock-theft,2014,39
Gauteng,Welbekend,Stock-theft,2015,27
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2005,64
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2006,61
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2007,27
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2008,48
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2009,51
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2010,25
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2011,40
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2012,10
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2013,31
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2014,46
Gauteng,Welbekend,Theft of motor vehicle and motorcycle,2015,24
Gauteng,Welbekend,Theft out of or from motor vehicle,2005,60
Gauteng,Welbekend,Theft out of or from motor vehicle,2006,39
Gauteng,Welbekend,Theft out of or from motor vehicle,2007,55
Gauteng,Welbekend,Theft out of or from motor vehicle,2008,66
Gauteng,Welbekend,Theft out of or from motor vehicle,2009,67
Gauteng,Welbekend,Theft out of or from motor vehicle,2010,69
Gauteng,Welbekend,Theft out of or from motor vehicle,2011,39
Gauteng,Welbekend,Theft out of or from motor vehicle,2012,53
Gauteng,Welbekend,Theft out of or from motor vehicle,2013,53
Gauteng,Welbekend,Theft out of or from motor vehicle,2014,61
Gauteng,Welbekend,Theft out of or from motor vehicle,2015,68
Gauteng,Welbekend,Truck hijacking,2005,6
Gauteng,Welbekend,Truck hijacking,2006,17
Gauteng,Welbekend,Truck hijacking,2007,10
Gauteng,Welbekend,Truck hijacking,2008,17
Gauteng,Welbekend,Truck hijacking,2009,24
Gauteng,Welbekend,Truck hijacking,2010,8
Gauteng,Welbekend,Truck hijacking,2011,2
Gauteng,Welbekend,Truck hijacking,2012,9
Gauteng,Welbekend,Truck hijacking,2013,6
Gauteng,Welbekend,Truck hijacking,2014,3
Gauteng,Welbekend,Truck hijacking,2015,0
Gauteng,Westonaria,All theft not mentioned elsewhere,2005,962
Gauteng,Westonaria,All theft not mentioned elsewhere,2006,1016
Gauteng,Westonaria,All theft not mentioned elsewhere,2007,891
Gauteng,Westonaria,All theft not mentioned elsewhere,2008,874
Gauteng,Westonaria,All theft not mentioned elsewhere,2009,857
Gauteng,Westonaria,All theft not mentioned elsewhere,2010,736
Gauteng,Westonaria,All theft not mentioned elsewhere,2011,762
Gauteng,Westonaria,All theft not mentioned elsewhere,2012,419
Gauteng,Westonaria,All theft not mentioned elsewhere,2013,497
Gauteng,Westonaria,All theft not mentioned elsewhere,2014,453
Gauteng,Westonaria,All theft not mentioned elsewhere,2015,455
Gauteng,Westonaria,Arson,2005,20
Gauteng,Westonaria,Arson,2006,27
Gauteng,Westonaria,Arson,2007,10
Gauteng,Westonaria,Arson,2008,12
Gauteng,Westonaria,Arson,2009,15
Gauteng,Westonaria,Arson,2010,17
Gauteng,Westonaria,Arson,2011,5
Gauteng,Westonaria,Arson,2012,1
Gauteng,Westonaria,Arson,2013,1
Gauteng,Westonaria,Arson,2014,0
Gauteng,Westonaria,Arson,2015,0
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2005,599
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2006,601
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2007,445
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2008,273
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2009,220
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2010,215
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2011,267
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2012,51
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2013,63
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2014,88
Gauteng,Westonaria,Assault with the intent to inflict grievous bodily harm,2015,75
Gauteng,Westonaria,Attempted murder,2005,66
Gauteng,Westonaria,Attempted murder,2006,41
Gauteng,Westonaria,Attempted murder,2007,80
Gauteng,Westonaria,Attempted murder,2008,53
Gauteng,Westonaria,Attempted murder,2009,39
Gauteng,Westonaria,Attempted murder,2010,54
Gauteng,Westonaria,Attempted murder,2011,41
Gauteng,Westonaria,Attempted murder,2012,11
Gauteng,Westonaria,Attempted murder,2013,13
Gauteng,Westonaria,Attempted murder,2014,17
Gauteng,Westonaria,Attempted murder,2015,28
Gauteng,Westonaria,Bank robbery,2005,3
Gauteng,Westonaria,Bank robbery,2006,2
Gauteng,Westonaria,Bank robbery,2007,1
Gauteng,Westonaria,Bank robbery,2008,0
Gauteng,Westonaria,Bank robbery,2009,0
Gauteng,Westonaria,Bank robbery,2010,0
Gauteng,Westonaria,Bank robbery,2011,0
Gauteng,Westonaria,Bank robbery,2012,0
Gauteng,Westonaria,Bank robbery,2013,0
Gauteng,Westonaria,Bank robbery,2014,0
Gauteng,Westonaria,Bank robbery,2015,0
Gauteng,Westonaria,Burglary at non-residential premises,2005,96
Gauteng,Westonaria,Burglary at non-residential premises,2006,136
Gauteng,Westonaria,Burglary at non-residential premises,2007,160
Gauteng,Westonaria,Burglary at non-residential premises,2008,174
Gauteng,Westonaria,Burglary at non-residential premises,2009,177
Gauteng,Westonaria,Burglary at non-residential premises,2010,156
Gauteng,Westonaria,Burglary at non-residential premises,2011,193
Gauteng,Westonaria,Burglary at non-residential premises,2012,89
Gauteng,Westonaria,Burglary at non-residential premises,2013,109
Gauteng,Westonaria,Burglary at non-residential premises,2014,108
Gauteng,Westonaria,Burglary at non-residential premises,2015,110
Gauteng,Westonaria,Burglary at residential premises,2005,705
Gauteng,Westonaria,Burglary at residential premises,2006,771
Gauteng,Westonaria,Burglary at residential premises,2007,682
Gauteng,Westonaria,Burglary at residential premises,2008,725
Gauteng,Westonaria,Burglary at residential premises,2009,770
Gauteng,Westonaria,Burglary at residential premises,2010,737
Gauteng,Westonaria,Burglary at residential premises,2011,908
Gauteng,Westonaria,Burglary at residential premises,2012,346
Gauteng,Westonaria,Burglary at residential premises,2013,341
Gauteng,Westonaria,Burglary at residential premises,2014,310
Gauteng,Westonaria,Burglary at residential premises,2015,353
Gauteng,Westonaria,Carjacking,2005,45
Gauteng,Westonaria,Carjacking,2006,30
Gauteng,Westonaria,Carjacking,2007,48
Gauteng,Westonaria,Carjacking,2008,78
Gauteng,Westonaria,Carjacking,2009,46
Gauteng,Westonaria,Carjacking,2010,45
Gauteng,Westonaria,Carjacking,2011,60
Gauteng,Westonaria,Carjacking,2012,16
Gauteng,Westonaria,Carjacking,2013,10
Gauteng,Westonaria,Carjacking,2014,35
Gauteng,Westonaria,Carjacking,2015,28
Gauteng,Westonaria,Commercial crime,2005,95
Gauteng,Westonaria,Commercial crime,2006,89
Gauteng,Westonaria,Commercial crime,2007,96
Gauteng,Westonaria,Commercial crime,2008,112
Gauteng,Westonaria,Commercial crime,2009,95
Gauteng,Westonaria,Commercial crime,2010,74
Gauteng,Westonaria,Commercial crime,2011,88
Gauteng,Westonaria,Commercial crime,2012,127
Gauteng,Westonaria,Commercial crime,2013,103
Gauteng,Westonaria,Commercial crime,2014,92
Gauteng,Westonaria,Commercial crime,2015,101
Gauteng,Westonaria,Common assault,2005,513
Gauteng,Westonaria,Common assault,2006,580
Gauteng,Westonaria,Common assault,2007,860
Gauteng,Westonaria,Common assault,2008,785
Gauteng,Westonaria,Common assault,2009,802
Gauteng,Westonaria,Common assault,2010,691
Gauteng,Westonaria,Common assault,2011,569
Gauteng,Westonaria,Common assault,2012,152
Gauteng,Westonaria,Common assault,2013,153
Gauteng,Westonaria,Common assault,2014,163
Gauteng,Westonaria,Common assault,2015,181
Gauteng,Westonaria,Common robbery,2005,213
Gauteng,Westonaria,Common robbery,2006,194
Gauteng,Westonaria,Common robbery,2007,188
Gauteng,Westonaria,Common robbery,2008,193
Gauteng,Westonaria,Common robbery,2009,179
Gauteng,Westonaria,Common robbery,2010,164
Gauteng,Westonaria,Common robbery,2011,132
Gauteng,Westonaria,Common robbery,2012,47
Gauteng,Westonaria,Common robbery,2013,47
Gauteng,Westonaria,Common robbery,2014,73
Gauteng,Westonaria,Common robbery,2015,66
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2005,90
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2006,166
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2007,143
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2008,154
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2009,215
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2010,207
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2011,184
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2012,141
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2013,143
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2014,149
Gauteng,Westonaria,Driving under the influence of alcohol or drugs,2015,173
Gauteng,Westonaria,Drug-related crime,2005,125
Gauteng,Westonaria,Drug-related crime,2006,136
Gauteng,Westonaria,Drug-related crime,2007,103
Gauteng,Westonaria,Drug-related crime,2008,51
Gauteng,Westonaria,Drug-related crime,2009,49
Gauteng,Westonaria,Drug-related crime,2010,99
Gauteng,Westonaria,Drug-related crime,2011,62
Gauteng,Westonaria,Drug-related crime,2012,28
Gauteng,Westonaria,Drug-related crime,2013,103
Gauteng,Westonaria,Drug-related crime,2014,82
Gauteng,Westonaria,Drug-related crime,2015,78
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2005,30
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2006,34
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2007,31
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2008,34
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2009,46
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2010,39
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2011,34
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2012,7
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2013,10
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2014,9
Gauteng,Westonaria,Illegal possession of firearms and ammunition,2015,6
Gauteng,Westonaria,Malicious damage to property,2005,306
Gauteng,Westonaria,Malicious damage to property,2006,327
Gauteng,Westonaria,Malicious damage to property,2007,303
Gauteng,Westonaria,Malicious damage to property,2008,323
Gauteng,Westonaria,Malicious damage to property,2009,367
Gauteng,Westonaria,Malicious damage to property,2010,371
Gauteng,Westonaria,Malicious damage to property,2011,355
Gauteng,Westonaria,Malicious damage to property,2012,165
Gauteng,Westonaria,Malicious damage to property,2013,149
Gauteng,Westonaria,Malicious damage to property,2014,122
Gauteng,Westonaria,Malicious damage to property,2015,119
Gauteng,Westonaria,Murder,2005,78
Gauteng,Westonaria,Murder,2006,62
Gauteng,Westonaria,Murder,2007,79
Gauteng,Westonaria,Murder,2008,81
Gauteng,Westonaria,Murder,2009,55
Gauteng,Westonaria,Murder,2010,68
Gauteng,Westonaria,Murder,2011,54
Gauteng,Westonaria,Murder,2012,15
Gauteng,Westonaria,Murder,2013,18
Gauteng,Westonaria,Murder,2014,17
Gauteng,Westonaria,Murder,2015,21
Gauteng,Westonaria,Robbery at non-residential premises,2005,20
Gauteng,Westonaria,Robbery at non-residential premises,2006,44
Gauteng,Westonaria,Robbery at non-residential premises,2007,77
Gauteng,Westonaria,Robbery at non-residential premises,2008,80
Gauteng,Westonaria,Robbery at non-residential premises,2009,73
Gauteng,Westonaria,Robbery at non-residential premises,2010,53
Gauteng,Westonaria,Robbery at non-residential premises,2011,57
Gauteng,Westonaria,Robbery at non-residential premises,2012,18
Gauteng,Westonaria,Robbery at non-residential premises,2013,34
Gauteng,Westonaria,Robbery at non-residential premises,2014,23
Gauteng,Westonaria,Robbery at non-residential premises,2015,30
Gauteng,Westonaria,Robbery at residential premises,2005,52
Gauteng,Westonaria,Robbery at residential premises,2006,32
Gauteng,Westonaria,Robbery at residential premises,2007,64
Gauteng,Westonaria,Robbery at residential premises,2008,67
Gauteng,Westonaria,Robbery at residential premises,2009,69
Gauteng,Westonaria,Robbery at residential premises,2010,61
Gauteng,Westonaria,Robbery at residential premises,2011,57
Gauteng,Westonaria,Robbery at residential premises,2012,23
Gauteng,Westonaria,Robbery at residential premises,2013,35
Gauteng,Westonaria,Robbery at residential premises,2014,42
Gauteng,Westonaria,Robbery at residential premises,2015,51
Gauteng,Westonaria,Robbery of cash in transit,2005,0
Gauteng,Westonaria,Robbery of cash in transit,2006,1
Gauteng,Westonaria,Robbery of cash in transit,2007,1
Gauteng,Westonaria,Robbery of cash in transit,2008,1
Gauteng,Westonaria,Robbery of cash in transit,2009,0
Gauteng,Westonaria,Robbery of cash in transit,2010,0
Gauteng,Westonaria,Robbery of cash in transit,2011,0
Gauteng,Westonaria,Robbery of cash in transit,2012,0
Gauteng,Westonaria,Robbery of cash in transit,2013,0
Gauteng,Westonaria,Robbery of cash in transit,2014,0
Gauteng,Westonaria,Robbery of cash in transit,2015,0
Gauteng,Westonaria,Robbery with aggravating circumstances,2005,350
Gauteng,Westonaria,Robbery with aggravating circumstances,2006,371
Gauteng,Westonaria,Robbery with aggravating circumstances,2007,532
Gauteng,Westonaria,Robbery with aggravating circumstances,2008,573
Gauteng,Westonaria,Robbery with aggravating circumstances,2009,415
Gauteng,Westonaria,Robbery with aggravating circumstances,2010,374
Gauteng,Westonaria,Robbery with aggravating circumstances,2011,392
Gauteng,Westonaria,Robbery with aggravating circumstances,2012,122
Gauteng,Westonaria,Robbery with aggravating circumstances,2013,159
Gauteng,Westonaria,Robbery with aggravating circumstances,2014,207
Gauteng,Westonaria,Robbery with aggravating circumstances,2015,211
Gauteng,Westonaria,Sexual Offences,2005,150
Gauteng,Westonaria,Sexual Offences,2006,208
Gauteng,Westonaria,Sexual Offences,2007,194
Gauteng,Westonaria,Sexual Offences,2008,197
Gauteng,Westonaria,Sexual Offences,2009,188
Gauteng,Westonaria,Sexual Offences,2010,166
Gauteng,Westonaria,Sexual Offences,2011,182
Gauteng,Westonaria,Sexual Offences,2012,40
Gauteng,Westonaria,Sexual Offences,2013,33
Gauteng,Westonaria,Sexual Offences,2014,40
Gauteng,Westonaria,Sexual Offences,2015,51
Gauteng,Westonaria,Sexual offences as result of police action,2005,0
Gauteng,Westonaria,Sexual offences as result of police action,2006,0
Gauteng,Westonaria,Sexual offences as result of police action,2007,0
Gauteng,Westonaria,Sexual offences as result of police action,2008,0
Gauteng,Westonaria,Sexual offences as result of police action,2009,0
Gauteng,Westonaria,Sexual offences as result of police action,2010,0
Gauteng,Westonaria,Sexual offences as result of police action,2011,1
Gauteng,Westonaria,Sexual offences as result of police action,2012,73
Gauteng,Westonaria,Sexual offences as result of police action,2013,1
Gauteng,Westonaria,Sexual offences as result of police action,2014,0
Gauteng,Westonaria,Sexual offences as result of police action,2015,0
Gauteng,Westonaria,Shoplifting,2005,122
Gauteng,Westonaria,Shoplifting,2006,152
Gauteng,Westonaria,Shoplifting,2007,168
Gauteng,Westonaria,Shoplifting,2008,232
Gauteng,Westonaria,Shoplifting,2009,199
Gauteng,Westonaria,Shoplifting,2010,133
Gauteng,Westonaria,Shoplifting,2011,135
Gauteng,Westonaria,Shoplifting,2012,94
Gauteng,Westonaria,Shoplifting,2013,118
Gauteng,Westonaria,Shoplifting,2014,147
Gauteng,Westonaria,Shoplifting,2015,124
Gauteng,Westonaria,Stock-theft,2005,10
Gauteng,Westonaria,Stock-theft,2006,13
Gauteng,Westonaria,Stock-theft,2007,12
Gauteng,Westonaria,Stock-theft,2008,10
Gauteng,Westonaria,Stock-theft,2009,10
Gauteng,Westonaria,Stock-theft,2010,11
Gauteng,Westonaria,Stock-theft,2011,8
Gauteng,Westonaria,Stock-theft,2012,9
Gauteng,Westonaria,Stock-theft,2013,24
Gauteng,Westonaria,Stock-theft,2014,17
Gauteng,Westonaria,Stock-theft,2015,21
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2005,206
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2006,182
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2007,291
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2008,169
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2009,189
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2010,181
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2011,180
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2012,150
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2013,134
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2014,97
Gauteng,Westonaria,Theft of motor vehicle and motorcycle,2015,114
Gauteng,Westonaria,Theft out of or from motor vehicle,2005,156
Gauteng,Westonaria,Theft out of or from motor vehicle,2006,186
Gauteng,Westonaria,Theft out of or from motor vehicle,2007,209
Gauteng,Westonaria,Theft out of or from motor vehicle,2008,222
Gauteng,Westonaria,Theft out of or from motor vehicle,2009,295
Gauteng,Westonaria,Theft out of or from motor vehicle,2010,221
Gauteng,Westonaria,Theft out of or from motor vehicle,2011,224
Gauteng,Westonaria,Theft out of or from motor vehicle,2012,137
Gauteng,Westonaria,Theft out of or from motor vehicle,2013,96
Gauteng,Westonaria,Theft out of or from motor vehicle,2014,118
Gauteng,Westonaria,Theft out of or from motor vehicle,2015,123
Gauteng,Westonaria,Truck hijacking,2005,24
Gauteng,Westonaria,Truck hijacking,2006,28
Gauteng,Westonaria,Truck hijacking,2007,34
Gauteng,Westonaria,Truck hijacking,2008,24
Gauteng,Westonaria,Truck hijacking,2009,19
Gauteng,Westonaria,Truck hijacking,2010,13
Gauteng,Westonaria,Truck hijacking,2011,4
Gauteng,Westonaria,Truck hijacking,2012,4
Gauteng,Westonaria,Truck hijacking,2013,6
Gauteng,Westonaria,Truck hijacking,2014,10
Gauteng,Westonaria,Truck hijacking,2015,7
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2005,1733
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2006,1728
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2007,2003
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2008,2116
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2009,1925
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2010,1825
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2011,1750
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2012,1218
