Province,Station,Category,Year,Cases
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2005,871
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2006,830
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2007,871
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2008,845
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2009,771
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2010,742
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2011,730
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2012,760
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2013,864
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2014,819
Eastern Cape,'King William''S Town',All theft not mentioned elsewhere,2015,729
Eastern Cape,'King William''S Town',Arson,2005,4
Eastern Cape,'King William''S Town',Arson,2006,14
Eastern Cape,'King William''S Town',Arson,2007,13
Eastern Cape,'King William''S Town',Arson,2008,13
Eastern Cape,'King William''S Town',Arson,2009,5
Eastern Cape,'King William''S Town',Arson,2010,8
Eastern Cape,'King William''S Town',Arson,2011,8
Eastern Cape,'King William''S Town',Arson,2012,14
Eastern Cape,'King William''S Town',Arson,2013,16
Eastern Cape,'King William''S Town',Arson,2014,3
Eastern Cape,'King William''S Town',Arson,2015,5
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2005,358
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2006,381
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2007,372
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2008,403
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2009,356
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2010,318
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2011,303
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2012,323
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2013,329
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2014,250
Eastern Cape,'King William''S Town',Assault with the intent to inflict grievous bodily harm,2015,253
Eastern Cape,'King William''S Town',Attempted murder,2005,11
Eastern Cape,'King William''S Town',Attempted murder,2006,11
Eastern Cape,'King William''S Town',Attempted murder,2007,8
Eastern Cape,'King William''S Town',Attempted murder,2008,13
Eastern Cape,'King William''S Town',Attempted murder,2009,9
Eastern Cape,'King William''S Town',Attempted murder,2010,6
Eastern Cape,'King William''S Town',Attempted murder,2011,5
Eastern Cape,'King William''S Town',Attempted murder,2012,11
Eastern Cape,'King William''S Town',Attempted murder,2013,4
Eastern Cape,'King William''S Town',Attempted murder,2014,9
Eastern Cape,'King William''S Town',Attempted murder,2015,13
Eastern Cape,'King William''S Town',Bank robbery,2005,0
Eastern Cape,'King William''S Town',Bank robbery,2006,1
Eastern Cape,'King William''S Town',Bank robbery,2007,0
Eastern Cape,'King William''S Town',Bank robbery,2008,0
Eastern Cape,'King William''S Town',Bank robbery,2009,0
Eastern Cape,'King William''S Town',Bank robbery,2010,0
Eastern Cape,'King William''S Town',Bank robbery,2011,0
Eastern Cape,'King William''S Town',Bank robbery,2012,0
Eastern Cape,'King William''S Town',Bank robbery,2013,0
Eastern Cape,'King William''S Town',Bank robbery,2014,0
Eastern Cape,'King William''S Town',Bank robbery,2015,0
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2005,95
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2006,45
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2007,35
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2008,105
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2009,125
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2010,85
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2011,105
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2012,151
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2013,166
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2014,90
Eastern Cape,'King William''S Town',Burglary at non-residential premises,2015,111
Eastern Cape,'King William''S Town',Burglary at residential premises,2005,490
Eastern Cape,'King William''S Town',Burglary at residential premises,2006,459
Eastern Cape,'King William''S Town',Burglary at residential premises,2007,389
Eastern Cape,'King William''S Town',Burglary at residential premises,2008,361
Eastern Cape,'King William''S Town',Burglary at residential premises,2009,420
Eastern Cape,'King William''S Town',Burglary at residential premises,2010,422
Eastern Cape,'King William''S Town',Burglary at residential premises,2011,398
Eastern Cape,'King William''S Town',Burglary at residential premises,2012,338
Eastern Cape,'King William''S Town',Burglary at residential premises,2013,437
Eastern Cape,'King William''S Town',Burglary at residential premises,2014,429
Eastern Cape,'King William''S Town',Burglary at residential premises,2015,433
Eastern Cape,'King William''S Town',Carjacking,2005,4
Eastern Cape,'King William''S Town',Carjacking,2006,1
Eastern Cape,'King William''S Town',Carjacking,2007,3
Eastern Cape,'King William''S Town',Carjacking,2008,7
Eastern Cape,'King William''S Town',Carjacking,2009,7
Eastern Cape,'King William''S Town',Carjacking,2010,6
Eastern Cape,'King William''S Town',Carjacking,2011,6
Eastern Cape,'King William''S Town',Carjacking,2012,6
Eastern Cape,'King William''S Town',Carjacking,2013,8
Eastern Cape,'King William''S Town',Carjacking,2014,6
Eastern Cape,'King William''S Town',Carjacking,2015,11
Eastern Cape,'King William''S Town',Commercial crime,2005,106
Eastern Cape,'King William''S Town',Commercial crime,2006,155
Eastern Cape,'King William''S Town',Commercial crime,2007,233
Eastern Cape,'King William''S Town',Commercial crime,2008,470
Eastern Cape,'King William''S Town',Commercial crime,2009,515
Eastern Cape,'King William''S Town',Commercial crime,2010,610
Eastern Cape,'King William''S Town',Commercial crime,2011,610
Eastern Cape,'King William''S Town',Commercial crime,2012,466
Eastern Cape,'King William''S Town',Commercial crime,2013,389
Eastern Cape,'King William''S Town',Commercial crime,2014,293
Eastern Cape,'King William''S Town',Commercial crime,2015,346
Eastern Cape,'King William''S Town',Common assault,2005,372
Eastern Cape,'King William''S Town',Common assault,2006,324
Eastern Cape,'King William''S Town',Common assault,2007,430
Eastern Cape,'King William''S Town',Common assault,2008,301
Eastern Cape,'King William''S Town',Common assault,2009,293
Eastern Cape,'King William''S Town',Common assault,2010,221
Eastern Cape,'King William''S Town',Common assault,2011,339
Eastern Cape,'King William''S Town',Common assault,2012,291
Eastern Cape,'King William''S Town',Common assault,2013,324
Eastern Cape,'King William''S Town',Common assault,2014,288
Eastern Cape,'King William''S Town',Common assault,2015,186
Eastern Cape,'King William''S Town',Common robbery,2005,188
Eastern Cape,'King William''S Town',Common robbery,2006,217
Eastern Cape,'King William''S Town',Common robbery,2007,288
Eastern Cape,'King William''S Town',Common robbery,2008,191
Eastern Cape,'King William''S Town',Common robbery,2009,162
Eastern Cape,'King William''S Town',Common robbery,2010,151
Eastern Cape,'King William''S Town',Common robbery,2011,141
Eastern Cape,'King William''S Town',Common robbery,2012,130
Eastern Cape,'King William''S Town',Common robbery,2013,133
Eastern Cape,'King William''S Town',Common robbery,2014,158
Eastern Cape,'King William''S Town',Common robbery,2015,161
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2005,421
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2006,391
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2007,382
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2008,647
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2009,690
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2010,321
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2011,275
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2012,296
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2013,313
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2014,376
Eastern Cape,'King William''S Town',Driving under the influence of alcohol or drugs,2015,320
Eastern Cape,'King William''S Town',Drug-related crime,2005,62
Eastern Cape,'King William''S Town',Drug-related crime,2006,82
Eastern Cape,'King William''S Town',Drug-related crime,2007,66
Eastern Cape,'King William''S Town',Drug-related crime,2008,47
Eastern Cape,'King William''S Town',Drug-related crime,2009,72
Eastern Cape,'King William''S Town',Drug-related crime,2010,74
Eastern Cape,'King William''S Town',Drug-related crime,2011,89
Eastern Cape,'King William''S Town',Drug-related crime,2012,76
Eastern Cape,'King William''S Town',Drug-related crime,2013,89
Eastern Cape,'King William''S Town',Drug-related crime,2014,95
Eastern Cape,'King William''S Town',Drug-related crime,2015,84
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2005,6
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2006,6
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2007,12
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2008,8
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2009,8
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2010,6
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2011,12
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2012,6
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2013,4
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2014,9
Eastern Cape,'King William''S Town',Illegal possession of firearms and ammunition,2015,13
Eastern Cape,'King William''S Town',Malicious damage to property,2005,233
Eastern Cape,'King William''S Town',Malicious damage to property,2006,233
Eastern Cape,'King William''S Town',Malicious damage to property,2007,205
Eastern Cape,'King William''S Town',Malicious damage to property,2008,233
Eastern Cape,'King William''S Town',Malicious damage to property,2009,201
Eastern Cape,'King William''S Town',Malicious damage to property,2010,221
Eastern Cape,'King William''S Town',Malicious damage to property,2011,247
Eastern Cape,'King William''S Town',Malicious damage to property,2012,246
Eastern Cape,'King William''S Town',Malicious damage to property,2013,269
Eastern Cape,'King William''S Town',Malicious damage to property,2014,243
Eastern Cape,'King William''S Town',Malicious damage to property,2015,190
Eastern Cape,'King William''S Town',Murder,2005,16
Eastern Cape,'King William''S Town',Murder,2006,24
Eastern Cape,'King William''S Town',Murder,2007,31
Eastern Cape,'King William''S Town',Murder,2008,28
Eastern Cape,'King William''S Town',Murder,2009,12
Eastern Cape,'King William''S Town',Murder,2010,16
Eastern Cape,'King William''S Town',Murder,2011,16
Eastern Cape,'King William''S Town',Murder,2012,12
Eastern Cape,'King William''S Town',Murder,2013,11
Eastern Cape,'King William''S Town',Murder,2014,12
Eastern Cape,'King William''S Town',Murder,2015,15
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2005,0
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2006,0
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2007,5
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2008,9
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2009,8
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2010,13
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2011,19
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2012,18
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2013,7
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2014,20
Eastern Cape,'King William''S Town',Robbery at non-residential premises,2015,49
Eastern Cape,'King William''S Town',Robbery at residential premises,2005,2
Eastern Cape,'King William''S Town',Robbery at residential premises,2006,1
Eastern Cape,'King William''S Town',Robbery at residential premises,2007,1
Eastern Cape,'King William''S Town',Robbery at residential premises,2008,5
Eastern Cape,'King William''S Town',Robbery at residential premises,2009,9
Eastern Cape,'King William''S Town',Robbery at residential premises,2010,4
Eastern Cape,'King William''S Town',Robbery at residential premises,2011,16
Eastern Cape,'King William''S Town',Robbery at residential premises,2012,12
Eastern Cape,'King William''S Town',Robbery at residential premises,2013,17
Eastern Cape,'King William''S Town',Robbery at residential premises,2014,18
Eastern Cape,'King William''S Town',Robbery at residential premises,2015,37
Eastern Cape,'King William''S Town',Robbery of cash in transit,2005,0
Eastern Cape,'King William''S Town',Robbery of cash in transit,2006,0
Eastern Cape,'King William''S Town',Robbery of cash in transit,2007,0
Eastern Cape,'King William''S Town',Robbery of cash in transit,2008,0
Eastern Cape,'King William''S Town',Robbery of cash in transit,2009,3
Eastern Cape,'King William''S Town',Robbery of cash in transit,2010,3
Eastern Cape,'King William''S Town',Robbery of cash in transit,2011,0
Eastern Cape,'King William''S Town',Robbery of cash in transit,2012,0
Eastern Cape,'King William''S Town',Robbery of cash in transit,2013,1
Eastern Cape,'King William''S Town',Robbery of cash in transit,2014,1
Eastern Cape,'King William''S Town',Robbery of cash in transit,2015,2
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2005,147
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2006,128
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2007,135
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2008,214
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2009,165
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2010,154
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2011,201
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2012,205
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2013,247
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2014,266
Eastern Cape,'King William''S Town',Robbery with aggravating circumstances,2015,347
Eastern Cape,'King William''S Town',Sexual Offences,2005,76
Eastern Cape,'King William''S Town',Sexual Offences,2006,77
Eastern Cape,'King William''S Town',Sexual Offences,2007,71
Eastern Cape,'King William''S Town',Sexual Offences,2008,100
Eastern Cape,'King William''S Town',Sexual Offences,2009,82
Eastern Cape,'King William''S Town',Sexual Offences,2010,81
Eastern Cape,'King William''S Town',Sexual Offences,2011,84
Eastern Cape,'King William''S Town',Sexual Offences,2012,78
Eastern Cape,'King William''S Town',Sexual Offences,2013,81
Eastern Cape,'King William''S Town',Sexual Offences,2014,62
Eastern Cape,'King William''S Town',Sexual Offences,2015,62
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2005,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2006,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2007,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2008,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2009,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2010,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2011,1
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2012,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2013,1
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2014,0
Eastern Cape,'King William''S Town',Sexual offences as result of police action,2015,2
Eastern Cape,'King William''S Town',Shoplifting,2005,392
Eastern Cape,'King William''S Town',Shoplifting,2006,381
Eastern Cape,'King William''S Town',Shoplifting,2007,362
Eastern Cape,'King William''S Town',Shoplifting,2008,420
Eastern Cape,'King William''S Town',Shoplifting,2009,384
Eastern Cape,'King William''S Town',Shoplifting,2010,374
Eastern Cape,'King William''S Town',Shoplifting,2011,330
Eastern Cape,'King William''S Town',Shoplifting,2012,330
Eastern Cape,'King William''S Town',Shoplifting,2013,344
Eastern Cape,'King William''S Town',Shoplifting,2014,348
Eastern Cape,'King William''S Town',Shoplifting,2015,292
Eastern Cape,'King William''S Town',Stock-theft,2005,7
Eastern Cape,'King William''S Town',Stock-theft,2006,9
Eastern Cape,'King William''S Town',Stock-theft,2007,5
Eastern Cape,'King William''S Town',Stock-theft,2008,15
Eastern Cape,'King William''S Town',Stock-theft,2009,13
Eastern Cape,'King William''S Town',Stock-theft,2010,2
Eastern Cape,'King William''S Town',Stock-theft,2011,9
Eastern Cape,'King William''S Town',Stock-theft,2012,8
Eastern Cape,'King William''S Town',Stock-theft,2013,4
Eastern Cape,'King William''S Town',Stock-theft,2014,6
Eastern Cape,'King William''S Town',Stock-theft,2015,8
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2005,136
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2006,105
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2007,102
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2008,93
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2009,93
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2010,91
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2011,83
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2012,87
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2013,124
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2014,95
Eastern Cape,'King William''S Town',Theft of motor vehicle and motorcycle,2015,61
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2005,213
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2006,192
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2007,140
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2008,221
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2009,254
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2010,222
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2011,287
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2012,265
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2013,323
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2014,402
Eastern Cape,'King William''S Town',Theft out of or from motor vehicle,2015,347
Eastern Cape,'King William''S Town',Truck hijacking,2005,0
Eastern Cape,'King William''S Town',Truck hijacking,2006,0
Eastern Cape,'King William''S Town',Truck hijacking,2007,0
Eastern Cape,'King William''S Town',Truck hijacking,2008,0
Eastern Cape,'King William''S Town',Truck hijacking,2009,0
Eastern Cape,'King William''S Town',Truck hijacking,2010,0
Eastern Cape,'King William''S Town',Truck hijacking,2011,0
Eastern Cape,'King William''S Town',Truck hijacking,2012,0
Eastern Cape,'King William''S Town',Truck hijacking,2013,1
Eastern Cape,'King William''S Town',Truck hijacking,2014,0
Eastern Cape,'King William''S Town',Truck hijacking,2015,0
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2005,63
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2006,54
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2007,38
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2008,41
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2009,43
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2010,31
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2011,43
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2012,30
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2013,31
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2014,38
Eastern Cape,Aberdeen,All theft not mentioned elsewhere,2015,51
Eastern Cape,Aberdeen,Arson,2005,0
Eastern Cape,Aberdeen,Arson,2006,0
Eastern Cape,Aberdeen,Arson,2007,0
Eastern Cape,Aberdeen,Arson,2008,0
Eastern Cape,Aberdeen,Arson,2009,2
Eastern Cape,Aberdeen,Arson,2010,3
Eastern Cape,Aberdeen,Arson,2011,0
Eastern Cape,Aberdeen,Arson,2012,1
Eastern Cape,Aberdeen,Arson,2013,2
Eastern Cape,Aberdeen,Arson,2014,2
Eastern Cape,Aberdeen,Arson,2015,4
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2005,79
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2006,88
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2007,70
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2008,69
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2009,67
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2010,53
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2011,62
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2012,57
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2013,54
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2014,78
Eastern Cape,Aberdeen,Assault with the intent to inflict grievous bodily harm,2015,87
Eastern Cape,Aberdeen,Attempted murder,2005,3
Eastern Cape,Aberdeen,Attempted murder,2006,2
Eastern Cape,Aberdeen,Attempted murder,2007,4
Eastern Cape,Aberdeen,Attempted murder,2008,0
Eastern Cape,Aberdeen,Attempted murder,2009,3
Eastern Cape,Aberdeen,Attempted murder,2010,0
Eastern Cape,Aberdeen,Attempted murder,2011,0
Eastern Cape,Aberdeen,Attempted murder,2012,1
Eastern Cape,Aberdeen,Attempted murder,2013,1
Eastern Cape,Aberdeen,Attempted murder,2014,2
Eastern Cape,Aberdeen,Attempted murder,2015,5
Eastern Cape,Aberdeen,Bank robbery,2005,0
Eastern Cape,Aberdeen,Bank robbery,2006,0
Eastern Cape,Aberdeen,Bank robbery,2007,0
Eastern Cape,Aberdeen,Bank robbery,2008,0
Eastern Cape,Aberdeen,Bank robbery,2009,0
Eastern Cape,Aberdeen,Bank robbery,2010,0
Eastern Cape,Aberdeen,Bank robbery,2011,0
Eastern Cape,Aberdeen,Bank robbery,2012,0
Eastern Cape,Aberdeen,Bank robbery,2013,0
Eastern Cape,Aberdeen,Bank robbery,2014,0
Eastern Cape,Aberdeen,Bank robbery,2015,0
Eastern Cape,Aberdeen,Burglary at non-residential premises,2005,25
Eastern Cape,Aberdeen,Burglary at non-residential premises,2006,20
Eastern Cape,Aberdeen,Burglary at non-residential premises,2007,21
Eastern Cape,Aberdeen,Burglary at non-residential premises,2008,13
Eastern Cape,Aberdeen,Burglary at non-residential premises,2009,17
Eastern Cape,Aberdeen,Burglary at non-residential premises,2010,15
Eastern Cape,Aberdeen,Burglary at non-residential premises,2011,29
Eastern Cape,Aberdeen,Burglary at non-residential premises,2012,20
Eastern Cape,Aberdeen,Burglary at non-residential premises,2013,6
Eastern Cape,Aberdeen,Burglary at non-residential premises,2014,18
Eastern Cape,Aberdeen,Burglary at non-residential premises,2015,15
Eastern Cape,Aberdeen,Burglary at residential premises,2005,81
Eastern Cape,Aberdeen,Burglary at residential premises,2006,67
Eastern Cape,Aberdeen,Burglary at residential premises,2007,81
Eastern Cape,Aberdeen,Burglary at residential premises,2008,62
Eastern Cape,Aberdeen,Burglary at residential premises,2009,70
Eastern Cape,Aberdeen,Burglary at residential premises,2010,50
Eastern Cape,Aberdeen,Burglary at residential premises,2011,66
Eastern Cape,Aberdeen,Burglary at residential premises,2012,47
Eastern Cape,Aberdeen,Burglary at residential premises,2013,48
Eastern Cape,Aberdeen,Burglary at residential premises,2014,77
Eastern Cape,Aberdeen,Burglary at residential premises,2015,74
Eastern Cape,Aberdeen,Carjacking,2005,0
Eastern Cape,Aberdeen,Carjacking,2006,0
Eastern Cape,Aberdeen,Carjacking,2007,0
Eastern Cape,Aberdeen,Carjacking,2008,0
Eastern Cape,Aberdeen,Carjacking,2009,1
Eastern Cape,Aberdeen,Carjacking,2010,0
Eastern Cape,Aberdeen,Carjacking,2011,0
Eastern Cape,Aberdeen,Carjacking,2012,0
Eastern Cape,Aberdeen,Carjacking,2013,0
Eastern Cape,Aberdeen,Carjacking,2014,0
Eastern Cape,Aberdeen,Carjacking,2015,0
Eastern Cape,Aberdeen,Commercial crime,2005,5
Eastern Cape,Aberdeen,Commercial crime,2006,14
Eastern Cape,Aberdeen,Commercial crime,2007,4
Eastern Cape,Aberdeen,Commercial crime,2008,5
Eastern Cape,Aberdeen,Commercial crime,2009,1
Eastern Cape,Aberdeen,Commercial crime,2010,7
Eastern Cape,Aberdeen,Commercial crime,2011,3
Eastern Cape,Aberdeen,Commercial crime,2012,3
Eastern Cape,Aberdeen,Commercial crime,2013,3
Eastern Cape,Aberdeen,Commercial crime,2014,4
Eastern Cape,Aberdeen,Commercial crime,2015,8
Eastern Cape,Aberdeen,Common assault,2005,44
Eastern Cape,Aberdeen,Common assault,2006,52
Eastern Cape,Aberdeen,Common assault,2007,43
Eastern Cape,Aberdeen,Common assault,2008,32
Eastern Cape,Aberdeen,Common assault,2009,31
Eastern Cape,Aberdeen,Common assault,2010,24
Eastern Cape,Aberdeen,Common assault,2011,19
Eastern Cape,Aberdeen,Common assault,2012,20
Eastern Cape,Aberdeen,Common assault,2013,21
Eastern Cape,Aberdeen,Common assault,2014,23
Eastern Cape,Aberdeen,Common assault,2015,48
Eastern Cape,Aberdeen,Common robbery,2005,8
Eastern Cape,Aberdeen,Common robbery,2006,8
Eastern Cape,Aberdeen,Common robbery,2007,5
Eastern Cape,Aberdeen,Common robbery,2008,3
Eastern Cape,Aberdeen,Common robbery,2009,2
Eastern Cape,Aberdeen,Common robbery,2010,5
Eastern Cape,Aberdeen,Common robbery,2011,1
Eastern Cape,Aberdeen,Common robbery,2012,0
Eastern Cape,Aberdeen,Common robbery,2013,0
Eastern Cape,Aberdeen,Common robbery,2014,6
Eastern Cape,Aberdeen,Common robbery,2015,10
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2005,2
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2006,1
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2007,6
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2008,2
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2009,6
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2010,2
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2011,0
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2012,1
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2013,1
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2014,1
Eastern Cape,Aberdeen,Driving under the influence of alcohol or drugs,2015,2
Eastern Cape,Aberdeen,Drug-related crime,2005,12
Eastern Cape,Aberdeen,Drug-related crime,2006,21
Eastern Cape,Aberdeen,Drug-related crime,2007,15
Eastern Cape,Aberdeen,Drug-related crime,2008,13
Eastern Cape,Aberdeen,Drug-related crime,2009,19
Eastern Cape,Aberdeen,Drug-related crime,2010,18
Eastern Cape,Aberdeen,Drug-related crime,2011,12
Eastern Cape,Aberdeen,Drug-related crime,2012,27
Eastern Cape,Aberdeen,Drug-related crime,2013,32
Eastern Cape,Aberdeen,Drug-related crime,2014,39
Eastern Cape,Aberdeen,Drug-related crime,2015,22
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2005,0
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2006,1
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2007,0
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2008,0
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2009,0
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2010,1
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2011,0
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2012,0
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2013,0
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2014,1
Eastern Cape,Aberdeen,Illegal possession of firearms and ammunition,2015,0
Eastern Cape,Aberdeen,Malicious damage to property,2005,26
Eastern Cape,Aberdeen,Malicious damage to property,2006,25
Eastern Cape,Aberdeen,Malicious damage to property,2007,30
Eastern Cape,Aberdeen,Malicious damage to property,2008,19
Eastern Cape,Aberdeen,Malicious damage to property,2009,20
